pl_name,pl_rade,pl_bmasse,pl_eqt,pl_orbsmax,pl_insol,st_teff,st_rad,st_mass,st_met,pl_dens
Kepler-75 b,11.77,3209.9,767.0,0.0818,106.484,5200.0,0.89,0.91,0.3,11.0
Kepler-74 b,10.76,200.22,1078.0,0.0781,337.682,6000.0,1.12,1.18,0.42,0.88
Kepler-145 c,4.32,79.4,709.0,0.26244,67.193,6022.0,1.85,1.32,-0.0014,2.58
Kepler-328 b,2.3,28.5,602.0,0.2199,57.079,6064.0,1.06,1.15,0.08,7.8
Kepler-115 c,2.6,7.27,960.0,0.087,209.101,5979.0,1.205,1.042,-0.0499,2.27
Kepler-341 c,1.7,3.53,940.0,0.08,237.43,6012.0,1.024,0.976,0.07,3.95
Kepler-225 b,1.2,1.87,579.0,0.056,38.883,3682.0,0.48,0.593,-0.04,5.95
Kepler-871 b,3.74,13.5,640.0,0.1572,79.722,5993.0,1.14,1.11,0.09,1.42
Kepler-56 c,9.8,181.0,1087.0,0.1652,317.206,4840.0,4.23,1.32,0.2,1.06
XO-5 b,12.78,378.2,1230.0,0.0515,397.4799,5430.0,1.13,1.04,0.05,1.06
Kepler-447 b,18.49,435.41,882.0,0.0769,119.039,5493.0,1.05,1.0,0.07,0.4
Kepler-216 b,2.35,6.12,1069.0,0.079,540.034,6091.0,1.26,1.126,-0.1489,2.59
Kepler-259 c,2.7,7.75,530.0,0.217,15.054,5938.0,0.898,0.867,-0.09,2.16
Kepler-293 b,3.07,9.64,657.0,0.144,28.944,5804.0,0.957,0.934,0.1,1.83
Kepler-291 b,2.16,5.31,1212.0,0.047,627.374,6002.0,1.016,1.023,0.23,2.9
Kepler-242 c,2.0,4.66,613.0,0.109,20.498,5020.0,0.85,0.748,-0.02,3.2
Kepler-240 b,1.37,2.45,864.0,0.048,142.736,4985.0,0.739,0.868,0.41,5.24
Kepler-56 b,6.51,22.1,1378.0,0.1028,819.245,4840.0,4.23,1.32,0.2,0.442
WASP-16 b,13.67498,394.1092,1389.0,0.0415,481.917,5700.0,1.14,1.78,0.01,0.572
WASP-17 b,20.96083,247.9074,1755.0,0.0515,1292.19,6550.0,1.49,2.28,-0.25,0.082
WASP-18 b,13.89913607,3241.8497514,2429.0,0.02024,5805.0,6432.0,1.319,1.294,0.107,6.6
HAT-P-54 b,10.581296,241.5508,818.0,0.04117,88.6713,4390.0,0.617,0.645,-0.127,1.118
Kepler-148 c,3.6,12.6,957.0,0.05,187.197,5272.0,0.851,0.86,0.14,1.48
Kepler-179 b,1.64,3.33,1075.0,0.036,360.262,5302.0,0.759,0.893,0.12,4.15
Kepler-303 b,0.89,0.64,802.0,0.024,145.436,3944.0,0.485,0.575,-0.4136,4.99
Kepler-260 b,2.01,4.7,782.0,0.075,132.134,5250.0,0.862,1.013,0.29,3.18
Kepler-226 b,1.55,24.0,1018.0,0.047,270.402,5571.0,0.802,0.904,0.09,35.4
WASP-26 b,13.56289,270.1555,1650.0,0.04,1225.5264,6034.0,1.22,0.86,0.16,0.703
WASP-33 b,17.855937,665.21819,2781.7,0.0239,9392.0471,7430.0,1.444,1.495,0.1,0.689
HATS-14 b,11.646151,340.39593,1276.0,0.03815,505.884,5346.0,0.933,0.967,0.33,1.191
Kepler-165 c,2.23,5.6,581.0,0.11,25.931,5211.0,0.77,0.746,-0.25,2.77
Kepler-197 d,1.22,1.98,810.0,0.119,109.091,6004.0,1.12,0.857,-0.441,5.99
Kepler-125 b,2.37,6.21,590.0,0.041,33.184,3810.0,0.512,0.542101,-0.14,2.56
Kepler-306 c,2.35,6.12,716.0,0.067,70.449,4954.0,0.719,0.75,-0.13,2.59
KOI-351 e,2.66,7.56,450.0,0.42,10.228,6080.0,1.2,1.2,-0.12,2.21
KOI-351 c,1.19,1.81,987.0,0.089,236.315,6080.0,1.2,1.2,-0.12,5.9
Kepler-222 c,4.64,19.4,734.0,0.091,59.076,5433.0,0.869,0.933,0.33,1.07
Kepler-184 d,2.49,6.76,559.0,0.179,18.557,5788.0,0.873,0.872,-0.1958,2.41
Kepler-309 b,1.56,3.05,531.0,0.059,99.493,4713.0,0.721,0.816,0.27,4.41
Kepler-696 b,6.14,31.3,1234.0,0.0535,607.525,5903.0,1.08,1.06,0.07,0.743
Kepler-11 f,2.49,2.0,513.0,0.25,19.53,5663.0,1.065,0.961,0.05,0.69
Kepler-11 e,4.19,8.0,582.0,0.195,32.34,5663.0,1.065,0.961,0.05,0.58
Kepler-11 g,3.33,25.0,376.0,0.466,5.65,5663.0,1.065,0.961,0.05,4.0
Kepler-166 c,2.38,6.26,468.0,0.195,10.507,5413.0,0.742,0.811,-0.08,2.55
Kepler-275 b,2.34,6.08,1015.0,0.098,266.3,6165.0,1.383,1.189,0.08,2.61
Kepler-1298 b,1.31,2.27,1373.0,0.0814,1003.027,6339.0,2.0,1.45,0.13,5.55
Kepler-11 c,2.87,2.9,786.0,0.107,107.224,5663.0,1.065,0.961,0.05,0.66
WASP-57 b,11.76945,204.68252,1338.0,0.03769,702.385,5600.0,0.927,0.886,-0.25,0.693
HAT-P-50 b,14.437192,429.0705,1862.0,0.0453,2108.4362,6280.0,1.698,1.273,-0.18,0.78
MOA-2008-BLG-379L b,13.0,1300.0,,2.7,,,,0.56,,3.25
HD 13908 b,13.9,274.91,,0.154,,6255.0,1.67,1.29,0.01,0.562
Kepler-108 b,8.65,56.0,669.0,0.292,47.4,5854.0,2.192,1.247,0.3261,0.475
Kepler-264 b,3.33,11.1,772.0,0.249,79.478,6158.0,1.55,1.426,0.0469,1.65
Kepler-279 b,3.62,4180.93,1104.0,0.112,249.021,6363.0,1.746,1.2,-0.1141,165.0
Kepler-286 c,1.37,2.45,1098.0,0.042,353.0,5580.0,0.863,0.83,-0.25,5.24
GJ 667 C c,1.77,3.8,,0.125,,3350.0,,0.33,-0.55,3.77
HD 13908 c,12.8,1630.4,,2.03,,6255.0,1.67,1.29,0.01,4.27
HD 159243 b,13.7,359.13,,0.11,,6123.0,1.12,1.125,0.05,0.767
Kepler-261 b,2.18,5.39,672.0,0.088,45.779,5098.0,0.794,0.834,0.1621,2.86
HIP 57274 c,14.2,130.0,,0.178,,4640.0,0.68,0.73,0.09,0.249
Kepler-292 d,2.23,5.6,808.0,0.068,103.005,5299.0,0.826,0.865,0.04,2.77
GJ 667 C f,1.45,2.7,,0.156,,3350.0,,0.33,-0.55,4.87
HD 73526 c,13.3,715.09,,1.03,,5601.0,1.53,1.014,0.22,1.67
HD 106906 b,12.4,3496.0,1800.0,650.0,,6516.0,2.12351,1.5,0.04,10.1
Kepler-119 b,3.6,12.6,1213.0,0.035,745.285,5595.0,0.839,0.918,0.01,1.48
HD 220074 b,12.2,5288.6912,,1.6,,3787.0,54.92,2.2,-0.25,16.0
Kepler-343 b,2.41,6.39,1024.0,0.088,206.072,5807.0,1.433,1.055,0.1445,2.51
Kepler-282 d,2.46,61.0,588.0,0.15837,52.348,5656.0,0.89,0.97,-0.2,22.5
Kepler-273 b,1.5,2.86,1209.0,0.037,285.636,5626.0,0.815,0.756,-0.28,4.66
Kepler-677 b,5.38,25.0,1015.0,0.067,683.274,5723.0,0.99,1.0,0.06,0.882
Kepler-306 b,1.52,2.92,830.0,0.05,127.255,4954.0,0.719,0.75,-0.13,4.57
Kepler-267 d,2.27,5.77,301.0,0.154,2.647,4258.0,0.555,0.541571,-0.18,2.71
DP Leo b,12.7,1995.88832,,8.19,,13500.0,0.0115,0.69,,5.35
HAT-P-34 b,13.417173,1058.3739,1520.0,0.06774,433.78,6442.0,1.53,1.392,0.22,2.5
WASP-37 b,13.002,572.07,1232.5,0.0446,545.3338,5800.0,1.003,0.925,-0.4,1.53
WASP-90 b,18.27067,200.2329,1840.0,0.0562,1704.4939,6430.0,1.98,1.55,0.11,0.193
K2-26 b,2.67,7.61,430.0,0.0962,5.8,3785.0,0.52,0.56,-0.13,2.2
Kepler-276 c,2.9,16.6,563.0,0.18619,19.793,5693.0,1.03,1.1,-0.29,0.89
Kepler-305 b,3.6,10.5,836.0,0.05746,112.914,5080.0,0.8,0.76,0.09,1.24
Kepler-266 b,2.48,6.71,1066.0,0.071,230.403,5885.0,1.028,0.947,0.16,2.42
Kepler-121 c,2.27,5.77,425.0,0.216,7.296,5311.0,0.701,0.859,-0.08,2.71
Kepler-338 d,3.0,9.27,680.0,0.257,53.556,5923.0,1.735,1.105,-0.029,1.89
2MASS J01225093-2439505 b,11.209,7786.5,1600.0,52.0,,3530.0,0.36645,0.4,,30.4
WASP-52 b,14.24,146.2,1315.0,0.0272,605.7625,5000.0,0.79,0.87,0.03,0.29
WASP-75 b,14.235,340.06,1710.0,0.0375,1657.0,6100.0,1.26,1.14,0.07,0.69
WASP-135 b,14.5717,603.877,1403.66,0.0243,917.4101,5675.0,0.96,0.98,0.02,1.16
Kepler-126 d,2.5,54.59018723,475.0,0.448,14.714,6239.0,1.358,1.108,-0.16,18.398878
Kepler-381 c,1.12,1.46,1180.0,0.117,225.331,6152.0,1.568,1.144,-0.2016,5.71
Kepler-249 d,1.57,3.09,332.0,0.097,4.474,3568.0,0.482,0.510238,-0.34,4.39
Kepler-254 d,2.5,6.8,686.0,0.139,38.844,5957.0,0.91,0.849,-0.13,2.39
Kepler-363 d,2.05,4.86,905.0,0.107,203.761,5593.0,1.485,1.226,0.3965,3.1
Kepler-366 b,1.46,2.73,1326.0,0.045,1873.311,6209.0,1.048,1.088,-0.06,4.82
Kepler-141 b,0.69,0.257,968.0,0.039,228.663,4910.0,0.787,0.878,0.2643,4.3
Kepler-142 d,2.16,5.31,582.0,0.242,22.072,5790.0,1.269,0.978,0.05,2.9
Kepler-400 b,1.65,3.36,939.0,0.087,183.39,5886.0,1.145,1.08,0.0844,4.11
Kepler-204 c,1.79,3.86,683.0,0.173,36.886,5812.0,1.238,1.038,0.07,3.7
WASP-41 c,13.1,1010.6994,241.0,1.07,,5545.0,0.87,0.93,0.06,2.47
Kepler-312 c,3.15,10.1,754.0,0.153,165.824,6115.0,1.467,1.314,0.15,1.78
Kepler-286 d,1.33,2.33,919.0,0.061,173.9,5580.0,0.863,0.83,-0.25,5.44
Kepler-91 b,15.322703,257.4423,2040.0,0.0731,3273.324,4550.0,6.3,1.31,0.11,0.4
HD 176986 d,2.49,6.76,363.0,0.28149,4.09,4931.0,0.782,0.789,0.03,2.41
Kepler-354 b,1.84,4.04,741.0,0.054,64.845,4648.0,0.674,0.652,-0.03,3.56
Kepler-368 b,3.26,10.7,800.0,0.186,107.58,5502.0,2.019,1.165,0.03,1.7
Kepler-135 b,1.81,3.93,1209.0,0.067,496.678,6090.0,1.275,1.047,-0.105,3.64
Kepler-383 b,1.32,2.3,545.0,0.095,20.91,4710.0,0.672,0.669,-0.1785,5.5
HAT-P-66 b,17.82231,248.86089,1896.0,0.04363,1939.51,6002.0,1.881,1.255,0.035,0.242
WASP-118 b,16.14096,163.36462,1729.0,0.05453,6586.47,6410.0,1.696,1.32,0.16,0.233
WASP-7 b,14.90797,305.1168,1487.0,0.0617,612.686,6400.0,1.432,1.276,0.0,0.55
XO-4 b,14.01125,451.3186,1630.0,0.05524,1112.27,6397.0,1.45,1.1,-0.04,0.83
KELT-2 A b,15.13215,540.311,2080.0,0.05497,3108.45,6327.0,1.93,1.54,0.0,0.91
K2-30 b,11.646151,184.02357,1092.0,0.04839,299.0,5425.0,0.844,0.9,-0.15,0.64
WASP-101 b,16.02887,162.0933,1560.0,0.05057,1089.171,6380.0,1.31,1.41,0.2,0.24
Kepler-104 c,3.13,7.14430805,668.0,0.153,45.438,5711.0,1.349,0.818,-0.42,2.994855
Kepler-369 c,1.41,2.57,391.0,0.094,4.21,3591.0,0.471,0.5,-0.09,5.04
Kepler-371 b,1.89,4.23,554.0,0.2,41.737,5666.0,0.992,0.876,-0.1975,3.44
Kepler-147 b,1.53,2.96,953.0,0.113,224.61,6012.0,1.468,1.145,0.1,4.54
Kepler-132 d,1.55,3.02,758.0,0.136,68.6,6003.0,1.178,0.929,-0.2159,4.46
Kepler-208 c,1.39,2.51,1141.0,0.079,300.165,6092.0,1.314,1.082,-0.0423,5.14
Kepler-487 c,2.68,7.65,487.0,0.21864,15.038,5444.0,0.88,0.91,0.0,2.18
Kepler-316 c,1.16,1.65,577.0,0.058,37.377,4204.0,0.52,0.587,-0.23,5.81
Kepler-313 b,2.53,6.94,883.0,0.125,142.4,5727.0,1.536,1.114,0.26,2.35
Kepler-372 c,2.09,5.02,755.0,0.154,91.881,6509.0,1.137,1.202,-0.13,3.02
Kepler-373 b,1.36,2.42,1054.0,0.06,453.872,5787.0,0.845,0.981,0.14,5.29
HD 176986 c,,2097.98531461,558.0,0.11873,22.9,4931.0,0.782,0.789,0.03,
Kepler-151 c,2.09,5.02,544.0,0.16,21.407,5460.0,0.83,0.87,0.1245,3.02
Kepler-386 c,1.58,3.12,513.0,0.155,16.657,5178.0,0.767,0.825,0.07,4.35
Kepler-215 c,1.77,3.78,675.0,0.113,57.694,5739.0,1.027,0.788,-0.4425,3.75
Kepler-404 b,1.27,2.15,730.0,0.102,44.534,5654.0,0.884,0.86,-0.03,5.77
TIC 393818343 b,12.18416202,1379.37528638,805.5,0.1291,2.28,5756.0,1.086,1.082,0.318,4.22
NN Ser d,13.3,724.622,,3.39,,57000.0,,0.535,,1.69
Kepler-68 b,2.357,8.03,1275.0,0.06135,441.0,5847.0,1.2564,1.057,0.11,3.37
K2-368 c,1.361,2.42,,,,4663.0,0.663,0.746,-0.25,5.27
Teegarden's Star b,1.05,1.16,277.0,0.0259,1.08,3034.0,0.12,0.097,-0.11,5.51
TOI-5634 A b,10.42,588.0,837.0,0.0272,77.0,3896.0,0.54,0.556,-0.27,
TOI-6420 b,11.93756445,2606.1929374,1213.0,0.0753,106.619,6020.0,1.312,1.165,0.24,8.4
TOI-2346 b,16.11851425,394.10722468,1689.0,0.0473,1360.0,6480.0,1.38,1.271,-0.03,0.52
Kepler-970 b,2.609,7.31,464.0,0.139,11.111,4290.0,0.71,0.67,0.04,2.26
TOI-5388.01,0.99,2.2,488.0,0.024335855,3.3023,3440.0,0.3,0.292,-0.36,11.9
HIP 113103 b,1.829,4.0,721.0,0.06899,,4930.0,0.742,0.761,-0.1,3.59
TOI-1777.01,2.246,5.67,580.0,0.119466,71.34,5859.0,0.98,1.06,,2.75
TOI-544 c,4.92,21.5,,,,4169.0,0.623,0.631,-0.17,0.992
Kepler-164 d,2.45,6.57,637.0,0.187,35.89,5888.0,1.148,1.036,0.0,2.45
HD 28109 d,3.11,5.8,561.0,0.411,17.3745,6189.0,1.425,1.227,0.1,1.1
GJ 9827 c,1.13,1.86,715.94,0.0395,73.0,4236.0,0.58,0.62,-0.29,7.142
HD 134606 e,1.33,2.34,,0.0527,,5576.0,1.158,1.046,0.343,5.47
Kepler-454 b,2.37,5.4,916.0,0.09528,117.7,5687.0,1.066,1.03,0.32,2.23
Kepler-311 c,1.43,2.63,744.0,0.145,72.456,5905.0,1.188,0.994,-0.03,4.94
TIC 279401253 b,11.2089807,1951.46641898,,0.369,,5951.0,1.06,1.13,0.2,7.61
Kepler-37 c,0.755,1.3,615.0,0.139,23.9,5357.0,0.789,0.79,-0.36,15.0
Kepler-139 d,1.695,2.0,972.0,0.0755533961,172.3,5622.0,1.045,1.078,0.35,5.270467
HD 14067 b,12.2,4862.7746271,,5.15,,4815.0,12.4,2.4,-0.1,14.7
GJ 367 d,2.33,6.03,,,,3522.0,0.458,0.455,-0.01,2.62
TOI-6109 b,4.8704,21.1,700.0,0.0599,39.9451,5660.0,1.021,1.03,0.0895,1.0
Kepler-19 c,3.68,13.1,,0.1765736996,,5544.0,0.859,0.936,-0.08,1.44
HD 79181 b,14.1,203.41018048,,0.9,,4862.0,11.06,1.28,-0.28,0.399
TOI-871 b,1.664,3.41,621.0,0.1054,24.78,4929.0,0.719,0.758,-0.07,4.07
TOI-1659.01,2.255,5.71,1031.14,0.065757,268.44,5977.0,1.006,1.1,,2.74
Kepler-19 d,5.06,22.5,,,,5544.0,0.859,0.936,-0.08,0.954
Kepler-619 d,4.17,16.2,830.0,0.1021,112.07,6122.0,0.964,1.041,-0.18,1.23
HD 28471 d,2.06,4.91,945.0,0.1,,5766.0,1.08,0.98,-0.04,3.09
TOI-2084 b,2.47,6.66,527.0,0.05006,12.8,3551.0,0.475,0.453,-0.13,2.43
WASP-132 d,12.8,1639.99458012,107.0,2.71,0.0363,4686.0,0.758,0.789,0.15,4.3
HD 134606 b,2.97,9.09,,0.1046,,5576.0,1.158,1.046,0.343,1.91
HD 27894 c,8.24,51.48846,,0.198,,4875.0,0.891767,0.8,0.3,0.506
Kepler-1518 c,2.9,8.75,1094.0,0.0905,338.33,6432.0,1.345,1.06,-0.34,1.97
TOI-1691 b,3.66,14.6,703.49,0.129365,59.13,5759.0,1.0,1.03,0.052,1.76
TOI-5076 b,3.48935569,16.14568308,550.0,0.1481,12.8373,4780.0,0.844,0.789,0.082,2.08
TIC 147027702 b,10.92875618,346.43296363,863.0,0.274,,6410.0,2.136,1.406,-0.08,1.5666
Kepler-138 d,1.51,2.1,345.0,0.1288,3.4,3841.0,0.535,0.535,-0.18,3.6
HD 27894 d,12.7,2063.65984665,,5.362,,4875.0,0.891767,0.81,0.3,5.54
TOI-2986 b,9.292245,96.61983573,1622.0,0.04489,1156.0,5906.0,1.458,1.122,0.095,0.66
K2-222 b,2.275,7.5,803.0,0.1186,95.0,5942.0,1.072,0.94,-0.315,3.721139
HD 196067 c,3.21,10.4,,,,6072.0,1.71,1.16,0.213,1.73
CoRoT-7 b,1.68135,4.07660518,1756.0,0.017016,,5275.0,0.83,0.82,0.05,9.355
K2-385 b,1.539,2.98,,,,4844.0,0.761,0.927,-0.224,4.49
TOI-2969 b,12.32987877,368.68095212,1186.0,0.0261,382.0,4738.0,0.7,0.71,0.08,1.1
K2-334 b,5.65,27.2,1380.0,,832.2294,6502.0,1.49,1.36,0.17,0.829
HD 62364 c,12.0,7923.46218651,,36.984,,6255.0,1.401,1.19,-0.11,25.2
WASP-154 b,10.76062147,198.96058278,994.0,0.044,162.0,4774.0,0.823,0.8,0.2,0.88
TOI-700 e,0.953,0.818,272.9,0.134,1.27,3459.0,0.421,0.415,-0.07,5.19
TOI-2458 b,2.83,13.31,1509.4,0.0482,865.0,6005.0,1.31,1.05,-0.1,3.23
KELT-3 b,17.48604,616.5902,1816.0,0.04123,1704.57,6304.0,1.7,1.96,0.05,0.75
Kepler-1990 c,0.98,0.904,1170.0,0.0504,442.08,5751.0,1.071,1.028,0.21,5.28
Kepler-290 d,0.86,0.566,1589.0,0.0154,1503.79,5142.0,0.755,0.84,-0.06,4.89
HD 120084 b,12.7,2034.1018048,,4.21,,4879.0,10.37,2.16,0.1,5.46
Gl 725 A b,1.48,2.78,,0.068,,3433.0,0.351,0.33,-0.19,4.71
TOI-5292 A b,12.64373023,412.85910069,809.0,0.0279,102.0,3919.0,0.611,0.596,0.33,1.12
HD 4732 b,13.4,631.2072163,,1.129,,4898.0,5.03,1.39,-0.01,1.44
GJ 680 b,12.0,7977.4930157,,10.138,,3563.0,0.45933,0.456,,25.4
TOI-4638.01,2.933,8.92,779.83,0.093013,87.81,5700.0,0.895,1.02,,1.94
HD 134606 c,3.37,11.31,,0.3007,,5576.0,1.158,1.046,0.343,1.62
TOI-1694 b,5.3422266,31.3,943.19,0.045,195.2882,5058.0,0.8036,0.853,0.131,1.13
TOI-6324 b,1.059,1.17,1216.0,,284.211,3247.0,0.293,0.269,-0.32,5.41
KMT-2021-BLG-2294L b,5.02,22.24798849,,1.15,,,,0.14,,0.966
TOI-1422 b,3.83,9.5,870.0,0.107,90.5151,5840.0,1.019,0.9903,-0.028,0.93
K2-346 b,2.26,5.73,450.0,,8.8138,4801.0,0.7,0.71,-0.18,2.73
TOI-1347 b,1.8,11.1,1400.0,0.0171,1876.1315,5464.0,0.83,0.913,0.04,9.9
GJ 1252 b,1.193,1.32,1089.0,0.00915,233.0,3458.0,0.391,0.381,0.1,4.2
HD 10975 b,14.3,143.02278315,,0.95,,4840.0,11.16,1.41,-0.21,0.269
HD 152843 c,5.94,9.67,253.08,0.1482,133.1,6310.0,1.43,1.15,-0.16,0.253
HD 2952 b,13.9,284.77425267,,1.117,,4853.0,10.9,1.91,0.0,0.583
HIP 41378 c,2.727,4.4,757.0,,54.0,6320.0,1.273,1.16,-0.1,1.19
TOI-4342 b,2.329,7.3,639.0,0.0519,27.8,3866.0,0.598,0.587,0.26,3.18
WASP-107 b,10.53646,30.51152707,736.0,0.055,51.0,4425.0,0.657,0.683,0.02,0.134
Kepler-1997 b,2.28,5.82,660.0,0.1815,44.86,6215.0,1.052,1.111,-0.06,2.7
Kepler-109 b,2.49,4.9,1276.0,0.0701,442.0,5950.0,1.387,1.094,-0.02,1.7
TOI-5678 b,4.91,20.0,513.0,0.249,3.8369,5485.0,0.938,0.905,0.0,0.928
K2-268 e,1.33,2.33,801.0,,,5106.0,0.78,0.84,0.03,5.44
PZ Tel b,11.9,8581.366989,,27.0,,5169.0,1.25646,1.36,,28.0
LHS 475 b,0.991,0.941,586.0,0.02037,20.8,3300.0,0.2789,0.262,,5.31
TOI-836.01,2.587,9.6,665.0,0.075,26.707,4552.0,0.665,0.678,-0.284,3.06
HD 217107 c,12.9,1388.91013859,,5.922,,5622.0,1.2245,1.045,0.37,3.56
TOI-500 c,2.09,5.03,,,,4440.0,0.678,0.74,0.12,3.03
HIP 75092 b,13.5,568.91284853,,2.02,,4891.0,4.53,1.28,-0.01,1.27
K2-350 b,1.54,2.99,1158.0,,,5789.0,1.04,0.98,-0.02,4.5
Kepler-952 b,7.65,45.4,369.0,0.5183,5.046,5730.0,0.99,1.0,0.06,0.557
TOI-2196 b,3.51,26.0,1860.0,0.02234,2000.0,5634.0,1.043,1.032,0.14,3.31
Kepler-1814 b,2.36961357,6.21,1022.0,0.03765,216.9,4922.0,0.823,0.79,0.2,2.56
HD 66428 b,12.4,3478.94974302,,3.395,,5716.0,1.13,1.01,0.23,10.0
HD 181433 b,,1708.64551603,,0.0828,,4918.0,0.79,0.86,0.4012,
NGTS-16 b,14.57167491,211.99154747,1177.0,0.0523,480.0,5550.0,1.213,1.002,0.35,0.38
WASP-50 b,13.069694,466.828704,1394.84,0.0293,690.3398,5400.0,0.843,0.892,-0.12,1.325
TOI-4504 b,2.691,7.71,1234.03,0.03392,548.0544,5315.0,0.92,0.89,0.16,2.17
HD 145457 b,13.2,888.01256916,,0.762,,4757.0,9.9,1.9,-0.14,2.12
K2-380 b,2.729,7.89,,,,5911.0,1.32,0.993,-0.049,2.13
HD 167768 b,13.9,270.15414595,,0.1512,,4851.0,9.7,1.08,-0.67,0.553
Kepler-139 e,13.7,378.0,,3.23579639,,5622.0,1.045,1.078,0.35,0.808
TOI-4504 d,13.6,450.23572136,,0.2219,,5315.0,0.92,0.89,0.16,0.984
K2-36 c,3.2,7.9,854.0,0.05528,89.0,4916.0,0.718,0.79,-0.047,1.3
HD 29985 b,12.8,1739.47487151,,13.39,,4678.0,0.574666,0.75,-0.22,4.56
K2-407 b,1.283,2.19,,,,5563.0,0.927,0.881,0.014,5.7
K2-340 b,3.36,11.2,606.0,,,5532.0,1.13,0.93,0.08,1.62
Kepler-416 b,2.48,58.2,986.0,0.0674,224.089,5718.0,1.075,1.0,0.1259,21.0
K2-366 b,2.359,6.16,,,,5601.0,0.94,0.825,-0.216,2.58
TIC 434398831 b,3.51,12.1,1250.0,0.04641,,5638.0,0.909,0.992,-0.081,1.54
HD 224018 b,0.91,4.1,968.0,0.0952,,5784.0,1.147,1.013,0.05,17.1
Kepler-1610 b,1.61,3.22,750.0,0.0777,56.212,5383.0,0.87,0.91,0.1,4.24
K2-351 b,2.54,6.99,934.0,,,5769.0,1.05,1.02,0.08,2.34
HD 22946 d,2.607,26.57,546.0,0.2958,18.561,6169.0,1.117,1.098,-0.08,10.8
Kepler-290 b,2.25,5.69,594.0,0.11,22.637,5147.0,0.743,0.756,-0.1,2.74
WASP-77 A b,13.56,529.31142902,1674.0,0.023233633,1440.0,5617.0,0.91,0.903,-0.1,1.33
Kepler-102 b,0.46,1.1,857.0,0.05521,90.0,4909.0,0.724,0.803,0.11,62.0
TOI-1836 c,2.59987579,8.0,2007.6,0.03089,2981.98,6237.0,1.6454,1.2518,-0.136,3.0
K2-379 b,2.181,5.4,,,,4603.0,0.751,0.856,-0.045,2.86
Kepler-297 d,32.6,,325.0,0.523,2.62,5618.0,0.897,0.846,-0.22,
Kepler-102 f,0.861,4.3,495.0,0.1656,10.0,4909.0,0.724,0.803,0.11,37.0
TOI-1811 b,11.14172682,308.9292116,962.2,0.04389,55.9743,4766.0,0.769,0.817,0.306,1.23
Kepler-10 b,1.47,3.24,2188.0,0.01685,3741.78,5708.0,1.065,0.91,-0.15,5.54
Kepler-68 e,11.2,86.4493267,,4.6,,5847.0,1.2564,1.057,0.11,0.338
TOI-4603 b,11.67975789,4096.80816623,1677.0,0.0888,1192.0,6264.0,2.738,1.765,0.342,14.1
HD 66428 c,13.5,560.64930995,,9.408,,5716.0,1.13,1.01,0.23,1.25
K2-157 c,6.08,30.8,587.0,0.165,22.65,5334.0,0.86,0.89,0.02,0.753
TOI-1670 c,11.06326395,200.23189641,684.0,0.249,14.5514,6170.0,1.316,1.21,0.09,0.81
TOI-3682 b,12.80065596,69.28659273,1657.0,0.048,1258.0,5703.0,1.735,1.32,0.416,0.181
TOI-733 b,1.992,5.72,1055.8,0.0618,207.1,5585.0,0.949,0.956,-0.04,3.98
XO-2 N b,11.130537,179.89178,1328.0,0.0368,428.036,5340.0,0.99,0.971,0.43,0.715
4 UMa b,12.6,2511.48007211,,0.877,,4415.0,18.11,1.234,-0.25,6.9
TOI-5300 b,9.86390302,190.6970442,1043.0,0.0295,198.0,4610.0,0.65,0.67,-0.17,1.1
KOI-7368 b,2.22,5.56,805.0,0.0678,99.24,5241.0,0.874,0.879,0.0578,2.79
NGTS-18 b,13.56286665,129.99181846,1381.0,0.0448,845.0,5610.0,1.392,1.003,0.15,0.28
Kepler-1643 b,2.32,5.99,799.0,0.0531,137.753,4916.0,0.855,0.845,-0.01,2.64
Kepler-1996 b,2.26,5.73,392.0,0.1789,5.61,4580.0,0.675,0.748,0.08,2.73
OGLE-2019-BLG-0362L b,13.1,1036.12060682,,2.18,,,,0.42,,2.53
NN Ser c,12.6,2329.6,,5.35,,57000.0,,0.535,,6.4
TOI-2076 b,2.59,6.7,736.0,0.08781,49.4,5187.0,0.758,0.849,-0.09,2.08
TOI-5799 b,1.733,3.65,505.0,0.0348,11.91,3452.0,0.321,0.325,0.01,3.85
K2-3 d,1.458,2.2,305.2,0.2014,1.44,3844.0,0.546,0.549,-0.157,17.5
HD 73256 c,12.2,5085.254512,,3.8,,5570.0,0.944723,1.0,0.29,15.4
TOI-6008 b,1.03,4.0,707.0,0.010777,41.5,3075.0,0.242,0.23,0.3,
TOI-469.01,3.41,9.1,716.0,0.111,74.7,5289.0,0.98,0.901,0.24,1.3
HD 135625 b,13.3,731.0053361,,5.4,,6040.64,1.35743,1.28,0.12,1.71
HD 100777 b,13.7,390.92894061,,1.06,,5533.0,1.04,1.08,-0.27,0.835
CI Tau c,13.0,1144.1822652,,0.17,,3807.0,1.880857,0.9,,2.86
NGTS-33 b,18.38272835,1153.71711741,1991.0,0.048,2620.0,7437.0,1.47,1.6,-0.11,0.19
TOI-5293 A b,11.9,170.4,675.0,0.034,34.6,3586.0,0.52,0.54,-0.03,0.56
K2-419 A b,10.55,196.0,377.0,0.1208,3.3,3711.0,0.541,0.562,-0.11,0.916
TOI-3980 b,14.4595851,187.51876013,1621.0,0.0494,1153.0,5840.0,1.626,1.24,0.188,0.25
